keyword	url	commit
clang workaround	 https://github.com/qxmpp-project/qxmpp/commit/102493de1743d6b010d0274635da37ea3f434473	tests: E2eeMetadata: Workaround compile error with clang 13
clang workaround	 https://github.com/quyykk/es-lsp/commit/e28d32c9a0580fe90c4999d0d0b930d4fb593058	Workaround for clang missing a C++20 DR solution.
clang workaround	 https://github.com/quotient-im/libQuotient/commit/dc458f3952b0005a0feb63fbebed11ae9ad5a062	Rely on GTAD 0.9 that calls clang-format itselfThere was that ugly workaround in CMakeLists.txt to produce the list offiles to be formatted and making a separate build target forclang-format. As GTAD 0.9 calls clang-format itself this workaround isno more necessary; generate-unformatted-api and format-api build targetsare now gone, and clang-format is no more one-build-system-configurationbehind GTAD on the list of files to handle.
clang workaround	 https://github.com/quotient-im/gtad/commit/bddb527c7d94fb725b0fe89242a2e0f728c0a85a	Invoke clang-format from GTADThis is to address a long-standing issue with having to additionallyformat generated source files outside of GTAD. libQuotient has a fairlyugly workaround in its CMakeLists.txt for that.
clang workaround	 https://github.com/QuantGen/BGDataExt/commit/24852ae58f5ec4181545f17792cbf95edf369167	Remove unused OpenMP supportclang on Mac doesn't support OpenMP without workarounds.
clang workaround	 https://github.com/QtPiDeck/QtPiDeckCommon/commit/9f2d1c017d82f88f2bd9493b3cae1c0f78cbc755	Rewrite internal messaging system (#133)* Rewrite internal messaging system* Fix unused variables warnings* Add msvc/qt5 workaround for QByteArray::reserve* Add missing unordered_map header include* clang-tidy* clang-tidy* clang-tidy* Fix compile warning* Remove constructors from MessageHeader* Add first test for MessageTypeMapper* Add default branch to switch* Remove unused variable* Add tests for MessageTypeMapper* clang-tidy* Return and accept QIODevice in SocketHolder* Add tests for MessageSender* Compile errors* Change data in TestMessage(qt5/qt6 char workaround)* Add MessageHeader::make* Add 1 test for MessageReceiver* Fix unused arguments warning* Change from using to constexpr bool for derived_from* Fix Utilities::derived_from usage* clang-tidy
clang workaround	 https://github.com/QtPiDeck/QtPiDeckCommon/commit/655faef832b486c5baa693d09835ebcd6c533ec5	Improve code coverage (#122)* Add ccurrent method to Application class* Fix application tests* Add tests for Application::ioc* Add tests for Connection class* Add tests for DeckDataStream* Add tests for MessageHeader* Use qs in tests* Add tests for CommandViewModel* Use template qt dependencies for Application class* Add a workaround for gcc* Remove redundant EXPORT* Add tests for Application class* Fix typo* Unused variables* Fix test failing on gcc* Clang-tidy* Clang-tidy* Add more tests* Change prop addition check* clang-tidy* Fix gcc errors* clang-tidy
clang workaround	 https://github.com/Qt-CI/qtbase/commit/eb4206ba236fe333a4e77cf122df96daecf2b40b	tst_qmetatype: remove the previous clang-arm workaroundLet's see whether splitting the TUs has made the test amenable to becompiled on Clang for ARM again.Pick-to: 6.3Change-Id: I6bf1e31189f5058dc393adefabaf3014dce4bcf2Reviewed-by: Thiago Macieira <thiago.macieira@intel.com>
clang workaround	 https://github.com/qt/qtbase/commit/eb4206ba236fe333a4e77cf122df96daecf2b40b	tst_qmetatype: remove the previous clang-arm workaroundLet's see whether splitting the TUs has made the test amenable to becompiled on Clang for ARM again.Pick-to: 6.3Change-Id: I6bf1e31189f5058dc393adefabaf3014dce4bcf2Reviewed-by: Thiago Macieira <thiago.macieira@intel.com>
clang workaround	 https://github.com/QMCPACK/qmcpack/commit/d70b82a95aa6cd1b04f7947684fa5d931a44c819	Workaround Clang complex<double/float> conversion.
clang workaround	 https://github.com/QMCPACK/qmcpack/commit/ad9b77872e2ae4f8c97a197f5e8911553ca39768	Merge pull request #3286 from quantumsteve/clang_asan_ffast-mathWorkaround test failure caused by clang, -ffast-math and santizers
clang workaround	 https://github.com/pytorch/FBGEMM/commit/135412d2646f3bd753c8f1cfd33616110bbccd27	Disable clang inline asm workaround for clang-14 and later (#861)Summary:Pull Request resolved: https://github.com/pytorch/FBGEMM/pull/861clang-14 will improve handling of inline assembly when `-masm=intel` is used (https://reviews.llvm.org/D113707)The workaround used so far used for clang will no longer be necessary for clang-14 and triggers a syntax error.Reviewed By: efiksDifferential Revision: D33553604fbshipit-source-id: d036628f1cd7deb60e0bdebee25c95a7020cb38d
clang workaround	 https://github.com/Python-for-HPC/PyOMP/commit/db5f100fe4ca252d7f392659e7da5dba10331ae7	[HIP] Remove workaround in __clang_hip_runtime_wrapper.hRemove the workaround for -fopenmp in __clang_hip_runtime_wrapper.hsince it causes device functions in HIP wrapper headers disabled whencompiling HIP program with -fopenmp.Reviewed by: Aaron Enye Shi, Jon ChesterfieldDifferential Revision: https://reviews.llvm.org/D106070
clang workaround	 https://github.com/Python-for-HPC/PyOMP/commit/6afd6e96ce203ca6b2840df48e939434237bf82e	[libc++] Workaround failures with modules on Clang ToT
clang workaround	 https://github.com/PXOSP-ROM/android_build_soong/commit/5b73d3d3fdb5cc16745f21faaf6ebb0c467ca0a1	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>Signed-off-by: DennySPb <dennyspb@gmail.com>
clang workaround	 https://github.com/protonplus-org/build_soong/commit/a7975b2ae3ab0f568639c08323fb07e606e9e624	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>
clang workaround	 https://github.com/prosyslab/sparrow/commit/886a37d836bd51f5dfe4366729a4956b511f977b	[Clang] workaround for clangml's misterious behavior
clang workaround	 https://github.com/prometheus/node_exporter/commit/fda358a1ec010a59f37988a6c7d36bc180caa454	Workaround LLVM/Clang 11.0 for Darwin builds (#2200)LLVM/Clang 11.0 adds a `-Wundef-prefix=TARGET_OS_` build flag whichbreaks this build flag.Signed-off-by: Ben Kochie <superq@gmail.com>
clang workaround	 https://github.com/projects-nexus/android_xtreme_kernel_lavender/commit/496da7df5cd0b571c2869bcd9e5f8f0ea4ac438c	arm64: sysreg: Make mrs_s and msr_s macros work with Clang and LTOClang's integrated assembler does not allow assembly macros definedin one inline asm block using the .macro directive to be used acrossseparate asm blocks. LLVM developers consider this a feature and not abug, recommending code refactoring:  https://bugs.llvm.org/show_bug.cgi?id=19749As binutils doesn't allow macros to be redefined, this change usesUNDEFINE_MRS_S and UNDEFINE_MSR_S to define corresponding macrosin-place and workaround gcc and clang limitations on redefining macrosacross different assembler blocks.Specifically, the current state after preprocessing looks like this:asm volatile(".macro mXX_s ... .endm");void f(){
clang workaround	 https://github.com/projects-nexus/android_kernel_xiaomi_lavender-LTO/commit/6d16f8147c351d7eefd7a65ae8c5a46860d225d0	arm64: sysreg: Make mrs_s and msr_s macros work with Clang and LTOClang's integrated assembler does not allow assembly macros definedin one inline asm block using the .macro directive to be used acrossseparate asm blocks. LLVM developers consider this a feature and not abug, recommending code refactoring:  https://bugs.llvm.org/show_bug.cgi?id=19749As binutils doesn't allow macros to be redefined, this change usesUNDEFINE_MRS_S and UNDEFINE_MSR_S to define corresponding macrosin-place and workaround gcc and clang limitations on redefining macrosacross different assembler blocks.Specifically, the current state after preprocessing looks like this:asm volatile(".macro mXX_s ... .endm");void f(){
clang workaround	 https://github.com/ProjectIgnis/EDOPro/commit/82ec04b6aaedf6696461ff5914b30fe69eff1ed8	Add workaround to build under clang <11 (llvm 8)
clang workaround	 https://github.com/Project-Elixir/build_soong/commit/4f45da0605538edf95f0a2e2219d83b25aaf9bb6	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>
clang workaround	 https://github.com/ProjectBlaze/build_soong/commit/0a7543c5d0474e4cf971dd054a592183b89b2bbf	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>Signed-off-by: DennySPb <dennyspb@gmail.com>
clang workaround	 https://github.com/Prismatic-Studios/qtbase/commit/eb4206ba236fe333a4e77cf122df96daecf2b40b	tst_qmetatype: remove the previous clang-arm workaroundLet's see whether splitting the TUs has made the test amenable to becompiled on Clang for ARM again.Pick-to: 6.3Change-Id: I6bf1e31189f5058dc393adefabaf3014dce4bcf2Reviewed-by: Thiago Macieira <thiago.macieira@intel.com>
clang workaround	 https://github.com/prati0100/linux-next/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/prati0100/linux-next/commit/1aa0e8b144b6474c4914439d232d15bfe883636b	Kconfig: Add option for asm goto w/ tied outputs to workaround clang-13 bugAdd a config option to guard (future) usage of asm_volatile_goto() thatincludes "tied outputs", i.e. "+" constraints that specify both an inputand output parameter.  clang-13 has a bug[1] that causes compilation ofsuch inline asm to fail, and KVM wants to use a "+m" constraint toimplement a uaccess form of CMPXCHG[2].  E.g. the test code fails with  <stdin>:1:29: error: invalid operand in inline asm: '.long (${1:l}) - .'  int foo(int *x) { asm goto (".long (%l[bar]) - .\n": "+m"(*x) ::: bar); return *x; bar: return 0; }                            ^  <stdin>:1:29: error: unknown token in expression  <inline asm>:1:9: note: instantiated into assembly here          .long () - .                 ^  2 errors generated.on clang-13, but passes on gcc (with appropriate asm goto support).  Thebug is fixed in clang-14, but won't be backported to clang-13 as thechanges are too invasive/risky.gcc also had a similar bug[3], fixed in gcc-11, where gcc failed toaccount for its behavior of assigning two numbers to tied outputs (onefor input, one for output) when evaluating symbolic references.[1] https://github.com/ClangBuiltLinux/linux/issues/1512[2] https://lore.kernel.org/all/YfMruK8%2F1izZ2VHS@google.com[3] https://gcc.gnu.org/bugzilla/show_bug.cgi?id=98096Suggested-by: Nick Desaulniers <ndesaulniers@google.com>Reviewed-by: Nick Desaulniers <ndesaulniers@google.com>Cc: stable@vger.kernel.orgSigned-off-by: Sean Christopherson <seanjc@google.com>Message-Id: <20220202004945.2540433-2-seanjc@google.com>Signed-off-by: Paolo Bonzini <pbonzini@redhat.com>
clang workaround	 https://github.com/prati0100/linux-0day/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/Prajwal-Koirala/fuchsia/commit/2b4a448e38f1c9f5b0d581e1addb04a01dd2e92e	[starnix] Force generation of missing definesSystem header defines that are defined via calling a function are notgenerated by rust-bindings.This CL introduces a workaround by redefining these includes asconstants so that clang compute them and rust-bindings recognize them.Change-Id: I0c5a43cc6638a2c88d2a922d9ca9bcbcaca946b1Reviewed-on: https://fuchsia-review.googlesource.com/c/fuchsia/+/661346Reviewed-by: Adam Barth <abarth@google.com>Fuchsia-Auto-Submit: Benjamin Lerman <qsr@google.com>Commit-Queue: Auto-Submit <auto-submit@fuchsia-infra.iam.gserviceaccount.com>
clang workaround	 https://github.com/Prajwal-Koirala/fuchsia/commit/2956f19738b524808a0c609640edbbbb46d7489f	[kernel][x86] Remove <cpuid.h> inclusion workaroundPreviously, both GCC and Clang supplied <cpuid.h> without a multipleinclusion guard. This has since been fixed (as of GCC 11.2.1 and Clang14.0.0).Fixed: 64109Change-Id: I37a0f045890829eda7447c17be4c7b7f2fc41a53Reviewed-on: https://fuchsia-review.googlesource.com/c/fuchsia/+/650342Fuchsia-Auto-Submit: Joshua Seaton <joshuaseaton@google.com>Reviewed-by: Roland McGrath <mcgrathr@google.com>Commit-Queue: Joshua Seaton <joshuaseaton@google.com>
clang workaround	 https://github.com/PowerDNS/pdns/commit/5383ab20e31d7b1dc52ee221d2daef92d583637d	Merge pull request #11176 from omoerbeek/dnsdist-workaround-openbsd-compiler-bugdnsdist: Work around a compiler bug seen on OpenBSD/amd64 using clang-13
clang workaround	 https://github.com/polymage-labs/mlirx/commit/db5f100fe4ca252d7f392659e7da5dba10331ae7	[HIP] Remove workaround in __clang_hip_runtime_wrapper.hRemove the workaround for -fopenmp in __clang_hip_runtime_wrapper.hsince it causes device functions in HIP wrapper headers disabled whencompiling HIP program with -fopenmp.Reviewed by: Aaron Enye Shi, Jon ChesterfieldDifferential Revision: https://reviews.llvm.org/D106070
clang workaround	 https://github.com/polymage-labs/mlirx/commit/6afd6e96ce203ca6b2840df48e939434237bf82e	[libc++] Workaround failures with modules on Clang ToT
clang workaround	 https://github.com/polymage-labs/mlirx/commit/3557c7c1226fa222499a2b9d4cbc36dfeda6f53c	[libc++] Remove workarounds for [[nodebug]] not working properly on typedefs in older ClangsClang used to support [[nodebug]] everywhere except on typedefs. Sincewe don't support such old Clangs anymore, we can get rid of _LIBCPP_NODEBUG_TYPEin favour of always using _LIBCPP_NODEBUG.Differential Revision: https://reviews.llvm.org/D108996
clang workaround	 https://github.com/pocl/pocl/commit/594e9211eededd40c2614c6209250200fd151c28	LLVM 13: workaround undefined "reserve_id_t" in Clang's opencl-c.h header
clang workaround	 https://github.com/pochenchen42/linux-dev/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/pmed/v8pp/commit/97fc5cc536477ca041463de4cef97cc415ddd8c5	fix `detail::is_sequence`, `is_mapping` metafunctions for clangClang doesn't accept template template parameters with default templatearguments. Workaround this with additional `is_sequence_impl`,`is_mapping_impl` template classes and using aliases for them.
clang workaround	 https://github.com/PKRoma/linux/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
clang workaround	 https://github.com/PKRoma/linux/commit/4eb0a7c8e195d4549221f9df3a0313254c493949	Merge tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slabPull slab fixes from Vlastimil Babka: - Build fix (workaround) for clang. - Fix a /proc/kcore based slabinfo script broken by struct slab changes   in 5.17-rc1.* tag 'slab-for-5.17-rc6' of git://git.kernel.org/pub/scm/linux/kernel/git/vbabka/slab:  tools/cgroup/slabinfo: update to work with struct slab  slab: remove __alloc_size attribute from __kmalloc_track_caller
clang workaround	 https://github.com/PixysOS/build_soong/commit/d0f0c688407bb3887435a1ec86b6442062e1dd22	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Pranav Vashi <neobuddy89@gmail.com>
clang workaround	 https://github.com/PixelPlusUI-SnowCone/build_soong/commit/064d1d0c25b4bfc22bdb6a170123dca51b8134d4	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>
clang workaround	 https://github.com/PixelPlusUI/build_soong/commit/6735c6feba75290effc2adcd11f65ecf3063d0c6	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>
clang workaround	 https://github.com/PixelExperience-Devices/kernel_oneplus_msm8998/commit/82d9b937ecf3e43a0f5c36e6493c1686db56dfb0	tree: Remove unnecessary GCC_VERSION invocationsUnnecessary in our case where we compile with Clang and latter GCC versions of which have likely fixed the issues the source code is trying to workaround.Signed-off-by: ederekun <sedrickvince@gmail.com>Change-Id: Ic07855d6141179a5715cb7c644dbd058f4946451
clang workaround	 https://github.com/PixelExperience-Devices/kernel_motorola_msm8998/commit/79f171132c99d1c4402696df7d7b8b5eb8713da0	tree: Remove unnecessary GCC_VERSION invocationsUnnecessary in our case where we compile with Clang and latter GCC versions of which have likely fixed the issues the source code is trying to workaround.Signed-off-by: ederekun <sedrickvince@gmail.com>Change-Id: Ic07855d6141179a5715cb7c644dbd058f4946451
clang workaround	 https://github.com/PixelExperience/build_soong/commit/21aa390c8bcc9ffdfdbacf01b7cd84fba7387712	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>
clang workaround	 https://github.com/PixelDust-Twelve/android_build_soong/commit/f731759681b4750c0f382159a5be2d612a117c35	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>Signed-off-by: spezi77 <spezi7713@gmx.net>
clang workaround	 https://github.com/pixeldust-project-caf/android_build_soong/commit/d65f0c33dce586421e1633fa8bb5b1c79e99a932	Revert "Remove workaround for Qualcomm Kryo 385"This reverts commit 6603cce710cd9e596e240e1b6276b7e93574d5af.This wasn't a good idea without having the specific clang toolchain handy!Signed-off-by: spezi77 <spezi7713@gmx.net>
clang workaround	 https://github.com/pixeldust-project-caf/android_build_soong/commit/6603cce710cd9e596e240e1b6276b7e93574d5af	Remove workaround for Qualcomm Kryo 385Kryo 385 have Cortex-A55 as little core and Cortex-A75 without dotproduct as big core.Motivation:    Clang already supports Cortex-A55 and Cortex-A75 without    dot product.Particular problem:    This workaround are no longer required after Clang introduced    Cortex-A55 and Cortex-A75 without dot product after commit    https://github.com/llvm/llvm-project/commit/b252ffd2cca9e9f3ed65b8912603abc1f006ac5aChange-Id: I04201705e1d49524f50a0eec9eda035cb40ff63cSigned-off-by: Chenyang Zhong <zhongcy95@gmail.com>Signed-off-by: spezi77 <spezi7713@gmx.net>
clang workaround	 https://github.com/php/php-src/commit/356ef5bd0e871d58c274110d3689870b8cb264b9	Fix CLANG/RELEASE build (this is a workaround for probable bug in CLANG)
clang workaround	 https://github.com/phillipmacon/blender/commit/88e774aa34c8ffd90c7bc7e71d3bc290d78b4f2d	Cleanup: workaround for unstable formatting in clang-formatRunning multiple times would re-indent differently.
clang workaround	 https://github.com/pgrAm/JSD-OS/commit/89210304e5fa5e95db2cebc1bd827487b5095633	refactor filesytem stuff & clang bug workaround
clang workaround	 https://github.com/pfsense/FreeBSD-src/commit/459bffca057e20ab94b7db87b3369ffe512b7a1a	Reapply r349876:Apply a workaround to be able to build clang 8.0.0 headers with clang3.4.1, which is still in the stable/10 branch.It looks like clang 3.4.1 implements static_asserts by instantiating atemporary static object, and if those are in an anonymous union, itresults in "error: anonymous union can only contain non-static datamembers".To work around this implementation limitation, move the static_assertsin question out of the anonymous unions.This should make building the latest stable/11 from stable/10 possibleagain.Reported by:
clang workaround	 https://github.com/pfsense/FreeBSD-src/commit/361dbd2fbacfd14d1168733f566a357a6c70b35f	Remove -mlong-calls vhen building arm libraries and llvm.Clang from 9.0.0 onwards already has the necessary relocation rangeextenders, so this workaround is no longer needed (it produces longerand slower code). Tested on real hardware, and in cross-compileenvironment.Submitted by:
clang workaround	 https://github.com/pfsense/FreeBSD-src/commit/2abf37d5cecb16d8abffd5a6dedafba17496196e	Retire CLANG_NO_IAS34CLANG_NO_IAS34 was introduced in r276696 to allow then-HEAD kernels tobe built with clang 3.4 in FreeBSD 10.  As FreeBSD 11 and later includesa version of Clang with a sufficiently capable integrated assembler wedo not need the workaround any longer.Sponsored by:
clang workaround	 https://github.com/pfsense/FreeBSD-src/commit/189b62e0bd775932e370dbfaf42ddd50745c2edb	Reapply r349876:Apply a workaround to be able to build clang 8.0.0 headers with clang3.4.1, which is still in the stable/10 branch.It looks like clang 3.4.1 implements static_asserts by instantiating atemporary static object, and if those are in an anonymous union, itresults in "error: anonymous union can only contain non-static datamembers".To work around this implementation limitation, move the static_assertsin question out of the anonymous unions.This should make building the latest stable/11 from stable/10 possibleagain.Reported by:
clang workaround	 https://github.com/pfsense/FreeBSD-ports/commit/9724b5e9e0b31a29080565f3bbbd7f3f4fcf3499	security/libtasn1: remove clang workaroundThe previously applied clang 10+ workaround which lowered -Ooptimization to -O1 appears to be no longer needed according to theupstream issue https://gitlab.com/gnutls/libtasn1/-/issues/30.PR:
clang workaround	 https://github.com/pfsense/FreeBSD-ports/commit/846ff4e9529104b008946f89b9fb3d3a27c13773	java/openjdk11: Restore LLVM/Clang 13 workaroundThis restores the previous LLVM/Clang 13 workaround.  I had thoughtthe upstream changes would address this, but still seeing reports ofcrashes when compiled with LLVM/Clang 13.PR:
clang workaround	 https://github.com/pfsense/FreeBSD-ports/commit/15328c5dfa085018b5980eb1e7959b9f50fca41d	cad/horizon-eda: Add back the workaround for clang crash that was mistakenly removed earlierReported by:
clang workaround	 https://github.com/peterzuger/linux/commit/d3b351f65bf42ccda1f686de3ccb21ea1a0c4f5a	selftests/bpf: Fix a clang compilation error for send_signal.cBuilding selftests/bpf with latest clang compiler (clang15 builtfrom source), I hit the following compilation error:  /.../prog_tests/send_signal.c:43:16: error: variable 'j' set but not used [-Werror,-Wunused-but-set-variable]                  volatile int j = 0;                               ^  1 error generated.The problem also exists with clang13 and clang14. clang12 is okay.In send_signal.c, we have the following code ...  volatile int j = 0;  [...]  for (int i = 0; i < 100000000 && !sigusr1_received; i++)    j /= i + 1;... to burn CPU cycles so bpf_send_signal() helper can be testedin NMI mode.Slightly changing 'j /= i + 1' to 'j /= i + j + 1' or 'j++' canfix the problem. Further investigation indicated this should bea clang bug ([1]). The upstream fix will be proposed later. But itis a good idea to workaround the issue to unblock people who buildkernel/selftests with clang.  [1] https://discourse.llvm.org/t/strange-clang-unused-but-set-variable-error-with-volatile-variables/60841Signed-off-by: Yonghong Song <yhs@fb.com>Signed-off-by: Daniel Borkmann <daniel@iogearbox.net>Link: https://lore.kernel.org/bpf/20220311003721.2177170-1-yhs@fb.com
